============================================================
  Generated by:           Genus(TM) Synthesis Solution 21.14-s082_1
  Generated on:           May 20 2023  06:21:47 am
  Module:                 sdc300_chip
  Operating conditions:   ssg_cworst_max_0p99v_125c (balanced_tree)
  Operating conditions:   ssg_cworst_max_0p99v_m40c (balanced_tree)
  Wireload mode:          top
  Area mode:              timing library
============================================================

                                                                         Leakage                                                                          Library 
                     Gate                      Instances      Area      Power (nW)                                 Library                                 Domain 
OA21_X3M_A7TSULP_C50                                   2         4.096       1.605    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA21_X4M_A7TEHULP_C50                                  3         6.703       0.345    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA21_X6M_A7TSULP_C50                                   1         3.724       1.436    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA22_X1M_A7TEHULP_C50                                918      1196.521      44.260    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA22_X1M_A7TSULP_C50                                   9        11.731       2.610    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA22_X1P4M_A7TEHULP_C50                                5         7.448       0.245    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA22_X2M_A7TEHULP_C50                                  1         1.490       0.058    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA22_X2M_A7TSULP_C50                                   3         4.469       1.492    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA22_X3M_A7TEHULP_C50                                  2         4.841       0.208    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI211_X1M_A7TEHULP_C50                             6564      6111.084     205.684    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI211_X1M_A7TSULP_C50                                33        30.723       4.639    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI211_X1P4M_A7TEHULP_C50                             21        35.192       1.133    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI211_X1P4M_A7TSULP_C50                              16        26.813       3.298    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI211_X2M_A7TEHULP_C50                               31        51.950       1.296    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI211_X2M_A7TSULP_C50                                19        31.840       4.825    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI211_X3M_A7TEHULP_C50                                4         9.682       0.290    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI211_X3M_A7TSULP_C50                                 2         4.841       0.743    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI211_X4M_A7TEHULP_C50                                1         3.165       0.139    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI21B_X1M_A7TEHULP_C50                              289       322.871      11.113    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI21B_X1M_A7TSULP_C50                                63        70.384      13.786    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI21B_X1P4M_A7TEHULP_C50                            128       214.502       6.429    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI21B_X1P4M_A7TSULP_C50                              17        28.489       4.670    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI21B_X2M_A7TEHULP_C50                               57        95.521       3.842    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI21B_X2M_A7TSULP_C50                                14        23.461       4.274    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI21B_X3M_A7TEHULP_C50                                2         4.469       0.197    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI21B_X4M_A7TEHULP_C50                                1         2.793       0.126    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI21B_X4M_A7TSULP_C50                                 9        25.137       4.394    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI21_X1M_A7TEHULP_C50                             22813     16991.122     620.231    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI21_X1M_A7TSULP_C50                                394       293.451      44.133    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI21_X1P4M_A7TEHULP_C50                             155       202.027       5.749    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI21_X1P4M_A7TSULP_C50                              108       140.767      12.695    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI21_X2M_A7TEHULP_C50                               625       814.625      25.786    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI21_X2M_A7TSULP_C50                                106       138.160      18.473    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI21_X3M_A7TEHULP_C50                                76       141.512       5.246    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI21_X3M_A7TSULP_C50                                 61       113.582      16.739    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI21_X4M_A7TEHULP_C50                                28        67.777       2.206    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI21_X4M_A7TSULP_C50                                 34        82.300      15.416    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI21_X6M_A7TEHULP_C50                                 2         7.076       0.164    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI21_X6M_A7TSULP_C50                                  4        14.151       3.115    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI221_X1M_A7TEHULP_C50                             3501      4563.203     161.501    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI221_X1M_A7TSULP_C50                                 8        10.427       1.512    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI221_X1P4M_A7TEHULP_C50                              3         6.703       0.186    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI221_X1P4M_A7TSULP_C50                               1         2.234       0.161    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI221_X3M_A7TEHULP_C50                                1         3.165       0.112    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI222_X1M_A7TEHULP_C50                             1014      1510.454      44.645    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI222_X1M_A7TSULP_C50                                 1         1.490       0.269    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI22BB_X1M_A7TEHULP_C50                            6958      9069.057     303.860    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI22BB_X1M_A7TSULP_C50                             1774      2312.232     483.958    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI22BB_X1P4M_A7TEHULP_C50                          1426      2655.212      83.361    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI22BB_X1P4M_A7TLULP_C50                              1         1.862       1.731    sc7mc_cln40ulp_base_lvtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI22BB_X1P4M_A7TSULP_C50                           1790      3332.980     691.079    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI22BB_X2M_A7TEHULP_C50                            1109      2064.958      85.165    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI22BB_X2M_A7TSULP_C50                              940      1750.280     454.587    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI22BB_X3M_A7TEHULP_C50                              48       134.064       5.469    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI22BB_X3M_A7TSULP_C50                               93       259.749      65.448    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI22BB_X4M_A7TEHULP_C50                             159       532.904      22.849    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI22BB_X4M_A7TSULP_C50                               82       274.831      73.251    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI22BB_X6M_A7TEHULP_C50                               1         4.841       0.194    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI22BB_X6M_A7TSULP_C50                                2         9.682       2.455    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI22_X1M_A7TEHULP_C50                             23848     22202.488     728.256    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI22_X1M_A7TSULP_C50                                 36        33.516       4.382    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI22_X1P4M_A7TEHULP_C50                              25        41.895       1.032    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI22_X1P4M_A7TSULP_C50                               27        45.247       4.496    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI22_X2M_A7TEHULP_C50                                17        28.489       1.033    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI22_X2M_A7TSULP_C50                                  4         6.703       1.072    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI2XB1_X1M_A7TEHULP_C50                            1571      1755.121      59.915    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI2XB1_X1M_A7TSULP_C50                              366       408.895      89.012    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI2XB1_X1P4M_A7TEHULP_C50                           195       326.781       9.586    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI2XB1_X1P4M_A7TSULP_C50                             94       157.525      26.339    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI2XB1_X2M_A7TEHULP_C50                             178       298.292      11.574    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI2XB1_X2M_A7TSULP_C50                               50        83.790      16.767    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI2XB1_X3M_A7TEHULP_C50                              24        53.626       2.177    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI2XB1_X3M_A7TSULP_C50                               10        22.344       4.704    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI2XB1_X4M_A7TEHULP_C50                              13        36.309       1.596    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI2XB1_X4M_A7TSULP_C50                                2         5.586       1.046    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI2XB1_X6M_A7TEHULP_C50                               3        12.289       0.619    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI2XB1_X6M_A7TSULP_C50                                4        16.386       3.787    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI31_X1M_A7TEHULP_C50                               896       834.176      26.044    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI31_X1M_A7TSULP_C50                                  6         5.586       0.960    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI31_X1P4M_A7TEHULP_C50                               2         3.724       0.072    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI31_X1P4M_A7TSULP_C50                                1         1.862       0.283    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OAI31_X2M_A7TEHULP_C50                                 1         1.862       0.066    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OAI31_X2M_A7TSULP_C50                                  1         1.862       0.383    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OR2_X11B_A7TEHULP_C50                                  6        26.813       1.468    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X11B_A7TSULP_C50                                  19        84.907      32.436    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OR2_X11M_A7TEHULP_C50                                  2         9.682       0.513    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X1B_A7TEHULP_C50                                  62        46.178       1.639    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X1B_A7TSULP_C50                                    4         2.979       1.019    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OR2_X1M_A7TEHULP_C50                                8460      6301.008     243.391    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X1M_A7TSULP_C50                                   90        67.032      20.997    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OR2_X1P4B_A7TEHULP_C50                               381       354.711      11.897    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X1P4B_A7TSULP_C50                                 11        10.241       4.200    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OR2_X1P4M_A7TEHULP_C50                                98        91.238       3.859    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X1P4M_A7TSULP_C50                                  2         1.862       0.806    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OR2_X2B_A7TEHULP_C50                                  52        48.412       1.993    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X2M_A7TEHULP_C50                                   6         5.586       0.269    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X2M_A7TSULP_C50                                    2         1.862       0.854    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OR2_X3B_A7TEHULP_C50                                 134       199.606       8.417    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X3B_A7TSULP_C50                                    4         5.958       2.196    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OR2_X3M_A7TEHULP_C50                                  86       128.106       6.545    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X4B_A7TEHULP_C50                                   4         6.703       0.311    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X4M_A7TEHULP_C50                                   8        13.406       0.723    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X6B_A7TEHULP_C50                                   1         2.421       0.135    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X6M_A7TEHULP_C50                                   4        11.172       0.597    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X8B_A7TEHULP_C50                                   1         3.165       0.176    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR2_X8B_A7TSULP_C50                                    2         6.331       2.379    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OR2_X8M_A7TSULP_C50                                    2         7.076       3.232    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OR3_X1M_A7TEHULP_C50                                2723      2535.113      74.825    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR3_X1P4M_A7TEHULP_C50                                53        59.212       1.653    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR3_X2M_A7TEHULP_C50                                  20        22.344       0.756    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR3_X3M_A7TEHULP_C50                                  11        20.482       0.822    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR4_X1M_A7TEHULP_C50                                 574       855.030      30.709    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR4_X1M_A7TSULP_C50                                    2         2.979       1.014    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OR4_X1P4M_A7TEHULP_C50                                 5         8.379       0.210    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR4_X2M_A7TEHULP_C50                                  10        16.758       0.714    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR4_X3M_A7TEHULP_C50                                   2         5.958       0.221    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OR6_X1M_A7TEHULP_C50                                1257      2340.534      78.800    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
PANALOG_33_33_NT_DR                                    6     28500.000       0.528    io_gppr_40ulp_t25_mv11_mv33_fs33_svt_dr_ssg_cworst_0p99v_1p62v_125c       0 
PAVDD_33_33_NT_DR                                      1      4750.000      79.729    io_gppr_40ulp_t25_mv11_mv33_fs33_svt_dr_ssg_cworst_0p99v_1p62v_125c       0 
PBIDIR_33_33_FS_DR                                    24    114000.000  145413.206    io_gppr_40ulp_t25_mv11_mv33_fs33_svt_dr_ssg_cworst_0p99v_1p62v_125c       0 
PBRKB2B_33_33_NT_DR                                    2      9500.000       0.000    io_gppr_40ulp_t25_mv11_mv33_fs33_svt_dr_ssg_cworst_0p99v_1p62v_125c       0 
PDVDDTIE_33_33_NT_DR                                   5     23750.000     397.724    io_gppr_40ulp_t25_mv11_mv33_fs33_svt_dr_ssg_cworst_0p99v_1p62v_125c       0 
PDVDD_33_33_NT_DR                                      1      4750.000      79.545    io_gppr_40ulp_t25_mv11_mv33_fs33_svt_dr_ssg_cworst_0p99v_1p62v_125c       0 
PDVSS_33_33_NT_DR                                      5     23750.000     398.643    io_gppr_40ulp_t25_mv11_mv33_fs33_svt_dr_ssg_cworst_0p99v_1p62v_125c       0 
PI2C_33_50_T_DR                                        2     13300.000   10930.158    io_gppr_40ulp_t25_mv11_mv33_fs33_svt_dr_ssg_cworst_0p99v_1p62v_125c       0 
PINC_33_33_FS_DR                                      12     57000.000   36535.948    io_gppr_40ulp_t25_mv11_mv33_fs33_svt_dr_ssg_cworst_0p99v_1p62v_125c       0 
PREICGN_X1B_A7TEHULP_C50                               1         2.793       0.089    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
PREICG_X0P5B_A7TSULP_C50                               5        12.103       2.771    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
PREICG_X1B_A7TEHULP_C50                             7380     17864.028     558.793    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
PREICG_X3P5B_A7TEHULP_C50                              1         3.352       0.127    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
PREICG_X5B_A7TEHULP_C50                                1         3.538       0.157    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
PREICG_X6B_A7TEHULP_C50                                1         3.724       0.176    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
PVDD_11_11_NT_DR                                       9     42750.000   30668.131    io_gppr_40ulp_t25_mv11_mv33_fs33_svt_dr_ssg_cworst_0p99v_1p62v_125c       0 
PVSS_11_11_NT_DR                                       9     42750.000   30668.131    io_gppr_40ulp_t25_mv11_mv33_fs33_svt_dr_ssg_cworst_0p99v_1p62v_125c       0 
RAR_eSR_qLR_ref_162_363_055_25_Iq150_I200_04g          1    684800.000       0.000    RAR_eSR_qLR_ref_162_363_055_25_Iq150_I200_04g_SS_1V62_125C_1V08           0 
TEF40ULP128X8HD_PH                                     1     60123.840    3459.033    tef40ulp128x8hd_ph_ssg0p99v2p25v125c                                      0 
TIEHI_X1M_A7TEHULP_C50                                25        13.965       0.076    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
TIEHI_X1M_A7TSULP_C50                                385       215.061       1.031    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
TIELO_X1M_A7TEHULP_C50                               125        69.825       0.587    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
TIELO_X1M_A7TSULP_C50                               4105      2293.053      17.106    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XNOR2_X1M_A7TEHULP_C50                              1881      2801.938     127.507    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XNOR2_X1M_A7TSULP_C50                                415       618.184     267.026    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XNOR2_X1P4M_A7TEHULP_C50                              97       216.737      12.526    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XNOR2_X1P4M_A7TSULP_C50                              422       942.917     476.840    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XNOR2_X2M_A7TEHULP_C50                                11        24.578       1.661    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XNOR2_X2M_A7TSULP_C50                                  1         2.234       1.369    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XNOR2_X3M_A7TEHULP_C50                                40       126.616       8.520    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XNOR2_X3M_A7TSULP_C50                                 56       177.262     107.196    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XNOR2_X4M_A7TEHULP_C50                                 6        23.461       1.560    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XNOR2_X4M_A7TSULP_C50                                  6        23.461      13.829    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XNOR3_X1M_A7TEHULP_C50                              2177      5269.646     236.495    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XNOR3_X1M_A7TSULP_C50                                327       791.536     323.988    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XNOR3_X1P4M_A7TEHULP_C50                               7        20.854       1.059    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XNOR3_X1P4M_A7TSULP_C50                                4        11.917       5.386    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XNOR3_X3M_A7TSULP_C50                                  2         7.448       3.623    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XOR2_X1M_A7TEHULP_C50                               2025      3016.440     156.615    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XOR2_X1M_A7TSULP_C50                                 273       406.661     184.482    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XOR2_X1P4M_A7TEHULP_C50                               45       100.548       5.906    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XOR2_X1P4M_A7TSULP_C50                                22        49.157      25.439    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XOR2_X2M_A7TEHULP_C50                                 12        26.813       1.775    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XOR2_X3M_A7TEHULP_C50                                 36       113.954       7.596    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XOR2_X3M_A7TSULP_C50                                  24        75.970      45.441    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XOR2_X4M_A7TEHULP_C50                                  2         7.820       0.559    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XOR2_X4M_A7TSULP_C50                                   7        27.371      16.981    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XOR3_X1M_A7TEHULP_C50                                851      2059.931     100.948    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XOR3_X1M_A7TSULP_C50                                 632      1529.819     703.659    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XOR3_X1P4M_A7TEHULP_C50                                9        26.813       1.339    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XOR3_X1P4M_A7TSULP_C50                                 3         8.938       4.031    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
XOR3_X2M_A7TEHULP_C50                                  3         8.938       0.465    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
XOR3_X3M_A7TEHULP_C50                                  1         3.724       0.195    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
chantop_wrap                                           1   6885134.500       0.000    chantop_wrap                                                              0 
rf_arm_40ulp_128x10                                    1      2686.494     789.313    rf_arm_40ulp_128x10_ssg_0p99v_0p99v_125c                                  0 
rf_arm_40ulp_128x32                                    1      4689.981     822.949    rf_arm_40ulp_128x32_ssg_0p99v_0p99v_125c                                  0 
rf_arm_40ulp_128x34                                    1      4071.494    1103.174    rf_arm_40ulp_128x34_ssg_0p99v_0p99v_125c                                  0 
rf_arm_40ulp_128x48                                   64    393412.031   61343.108    rf_arm_40ulp_128x48_ssg_0p99v_0p99v_125c                                  0 
rf_arm_40ulp_128x94                                    2     20672.346    2829.048    rf_arm_40ulp_128x94_ssg_0p99v_0p99v_125c                                  0 
